OrderId,OrderItemId,QuantityOrdered,ItemPrice,PromotionDiscount,batch_id
171-5329194-1521934,2.04871E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",558
171-5330093-9055565,3.27899E+13,1,349,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",19
171-5332094-5191543,3.60477E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",748
171-5332787-0509930,4.1241E+13,1,299,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",328
171-5333099-8162732,5.61465E+13,1,1349,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",172
171-5334191-3934705,7.58716E+12,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",279
171-5335756-6771564,4.38166E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",830
171-5335948-0049106,1.27382E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",639
171-5335994-8721966,2.68714E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",5
171-5338702-6050731,5.74248E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",871
171-5339023-6665952,6.13335E+13,1,1299,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",143
171-5339836-4877934,3.59368E+13,1,749,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",595
171-5339840-2765165,2.01151E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1415
171-5339857-8709116,2.00418E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",540
171-5339936-6360341,4.09689E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1122
171-5341178-7197152,1.89407E+12,1,1399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",428
171-5341249-1193929,3.60056E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1335
171-5341927-2910748,1.25462E+13,1,1199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",133
171-5342462-8145131,9.80113E+12,1,599,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",242
171-5342513-7689105,1.97408E+13,1,949,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",920
171-5342581-6685159,2.81909E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",994
171-5343158-2992361,2.89192E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",135
171-5343225-5258726,9.07316E+12,1,629,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",191
171-5343393-7145108,3.67886E+13,1,349,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",578
171-5343749-4463535,3.02508E+12,1,629,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",221
171-5343773-0675564,7.30695E+11,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",155
171-5346284-4788308,2.44475E+13,1,1749,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1180
171-5346751-7922742,3.73572E+13,1,549,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1223
171-5346940-1530736,4.08956E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",739
171-5346980-3686743,1.63172E+13,1,1199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",528
171-5348396-2174731,3.52883E+13,1,799,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",501
171-5348601-3999530,4.30866E+13,1,999,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",661
171-5348750-9009163,5.91791E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",384
171-5349204-7773131,6.76417E+13,1,899,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1425
171-5349881-5431503,1.35138E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",7
171-5351957-8577138,4.55926E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",373
171-5356079-6657928,2.25354E+13,1,2570,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",295
171-5356305-5445145,2.6908E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",364
171-5357070-4250736,3.29069E+13,1,599,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",286
171-5358989-0688303,2.45717E+13,1,253.39,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1074
171-5359287-1091547,4.35791E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",158
171-5359932-3857953,1.87005E+13,1,1999,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",76
171-5360612-7104308,6.8315E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",13
171-5360821-6733144,3.79239E+13,1,599,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",194
171-5361425-7715516,1.84631E+13,1,599,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",140
171-5361579-7595512,2.5432E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",976
171-5362641-1759554,9.0152E+12,1,1199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",78
171-5362641-1759554,9.0152E+12,1,1199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",149
171-5362641-1759554,9.0152E+12,1,1199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",200
171-5363053-9404318,1.09513E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",238
171-5365501-6409956,5.77507E+13,1,299,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1165
171-5365627-7781951,6.83757E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",847
171-5365864-9725167,5.54318E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",118
171-5365864-9725167,5.54318E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",217
171-5365864-9725167,5.54318E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",230
171-5365877-6057123,5.256E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",241
171-5366496-3378720,6.47852E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",68
171-5366641-2283549,9.51852E+12,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",70
171-5367599-5025137,5.24574E+13,1,549,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",183
171-5369119-9179509,6.27385E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",875
171-5369163-0217144,5.51468E+13,1,639,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",292
171-5369750-0471511,2.24612E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",18
171-5370063-7337942,1.53349E+13,10,4990,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1352
171-5370098-4978745,2.58292E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",62
171-5372305-0672355,5.3275E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1464
171-5372519-2449949,7.00792E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",212
171-5374397-6974753,2.73308E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",935
171-5374509-0897153,3.49762E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",2104
171-5375563-5329149,6.03289E+12,1,749,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",745
171-5376206-4230721,2.61472E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",497
171-5376584-9253143,1.46532E+12,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",922
171-5377057-8175539,1.11217E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",609
171-5377585-1138703,9.05701E+12,1,349,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",560
171-5378033-0260349,6.83363E+13,1,599,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",337
171-5378753-9000368,1.84254E+13,1,849,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",553
171-5379980-7670751,4.79936E+12,1,549,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",292
171-5381087-0070706,1.10471E+13,1,1440,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",654
171-5381969-2845900,5.40213E+13,2,498,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",128
171-5381969-2845900,5.40213E+13,2,498,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",246
171-5382157-4544337,2.54821E+13,1,449,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1103
171-5383085-8649130,1.28063E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1193
171-5383360-5921113,2.5896E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",765
171-5383419-3436343,5.23443E+13,1,639,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",73
171-5383458-3352327,1.5643E+13,1,549,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",168
171-5386538-6209937,3.99167E+13,1,349,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",94
171-5387096-2812332,3.2135E+13,2,998,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",792
171-5388319-9464310,4.02824E+13,1,749,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",738
171-5389446-3422700,2.50621E+13,1,999,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",88
171-5390386-3516322,4.37312E+13,1,1999,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1193
171-5393336-9611558,1.87837E+12,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",799
171-5393857-2882761,2.5385E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1043
171-5394708-0200361,4.92463E+13,1,549,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",66
171-5395079-5796300,3.80002E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",821
171-5395439-0688335,6.54185E+12,1,749,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",120
171-5396090-7923538,3.0128E+13,1,349,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",493
171-5397360-6269912,7.18969E+12,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",760
171-5398824-7929949,1.62533E+12,1,949,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",707
171-5398904-8518717,3.47111E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",301
171-5399373-2087517,3.96225E+13,1,1349,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",43
171-5399373-2087517,3.96225E+13,1,1349,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",83
171-5399681-5145962,3.05935E+13,1,899,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",367
171-5400421-3119534,9.03805E+12,1,599,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",133
171-5401810-9710756,5.49278E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1561
171-5402504-4104336,3.95804E+12,1,599,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1088
171-5402734-3418756,1.66761E+13,1,1699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",89
171-5402734-3418756,1.66761E+13,1,1699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",100
171-5404019-2349904,5.35121E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1004
171-5404055-4505927,2.60778E+13,1,2570,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",426
171-5404441-9894730,6.27514E+13,1,999,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1176
171-5405128-2768303,3.76E+13,1,1749,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1185
171-5405455-5361945,2.80685E+12,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",261
171-5405724-4665914,6.8137E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",405
171-5405730-6469126,3.68765E+13,1,1199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1239
171-5405800-4435544,8.8338E+12,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",508
171-5405912-2583501,1.52052E+13,1,649,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",109
171-5406415-8162715,2.00467E+13,1,1349,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",225
171-5407107-8719517,3.70223E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",719
171-5407789-0551520,1.07669E+13,1,569,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",174
171-5408875-2425940,2.88927E+13,1,799,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",138
171-5409422-9765129,5.76939E+13,1,799,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",664
171-5409589-3170704,6.70456E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",659
171-5409811-2341166,6.00542E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",437
171-5410200-4021117,6.91901E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",766
171-5411239-9506731,2.19875E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",35
171-5411239-9506731,2.19875E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",608
171-5411409-2805129,1.37864E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",819
171-5411493-7702724,3.3045E+13,1,629,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",626
171-5411619-5548319,4.25946E+11,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",295
171-5411699-4845953,4.61158E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",30
171-5411826-2684324,3.08322E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1212
171-5411921-6289949,1.26535E+13,1,1699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",594
171-5412262-9412348,5.12738E+13,1,449,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",220
171-5414363-8225943,5.54939E+13,1,849,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",380
171-5415403-5604316,6.8709E+13,1,579,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",122
171-5415510-2815537,3.11992E+13,1,649,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",75
171-5415950-6325150,6.10715E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",61
171-5416694-6111514,5.87007E+13,1,1199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",869
171-5417158-1695535,9.85363E+12,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",315
171-5417533-5840330,5.31769E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1364
171-5418539-5743550,1.23206E+13,1,549,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",646
171-5420915-1068322,5.57592E+13,1,1999,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",258
171-5421234-8457102,2.11237E+13,1,279,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1116
171-5421528-0336302,2.40867E+13,1,799,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",903
171-5422682-5030739,4.46939E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",656
171-5422793-7252352,1.29642E+13,1,549,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",276
171-5422924-0855511,3.54777E+13,1,649,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",470
171-5423180-8980306,2.60795E+13,1,949,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1340
171-5423249-2023555,1.40634E+13,1,549,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",941
171-5423433-8662720,2.58255E+13,1,1299,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1498
171-5423977-3134767,4.70022E+13,1,549,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",67
171-5424315-9299515,2.11379E+13,1,349,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",86
171-5425038-9657933,4.97042E+13,1,349,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",319
171-5425271-7013160,1.17766E+13,1,749,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",159
171-5425581-1329104,4.47028E+13,1,1699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",685
171-5426950-2091535,6.47827E+13,1,449,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",402
171-5427412-4228367,3.46599E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",926
171-5427500-2649939,2.21117E+13,1,289,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1475
171-5427764-0548366,5.16677E+12,1,549,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",304
171-5428429-8465137,2.79845E+13,1,629,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",73
171-5429587-1496359,1.91927E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",623
171-5430255-9833955,2.20576E+12,1,1699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1142
171-5431330-6897110,6.48053E+13,1,799,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",276
171-5431697-7371547,6.45729E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",248
171-5433107-5683554,4.22131E+13,1,1199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",187
171-5433254-4966735,4.455E+11,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",237
171-5433783-5194765,5.57572E+13,1,425,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",186
171-5434055-6216357,2.09113E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",167
171-5435174-1181161,6.29961E+13,1,1329,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",27
171-5435587-5655548,1.95773E+13,1,199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",81
171-5437234-6832302,5.9365E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",289
171-5438049-9428346,1.01777E+13,1,349,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1026
171-5440609-5153145,5.77181E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",76
171-5440609-5153145,5.77181E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",251
171-5443977-0321151,7.76627E+12,1,1399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",21
171-5446908-4471525,2.84165E+13,1,249,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",267
171-5447406-1355529,4.2553E+13,1,849,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",298
171-5449367-9955561,6.02506E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",560
171-5452318-3894706,1.24444E+12,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",891
171-5452729-7141136,2.13621E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1010
171-5453336-3599527,5.3234E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",273
171-5454102-1272310,2.1053E+13,1,1999,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",322
171-5454352-2258709,5.2087E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",961
171-5454738-1811561,1.69398E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",506
171-5455044-2410753,3.83525E+13,1,199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",96
171-5455044-2410753,3.83525E+13,1,199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",344
171-5455534-1385157,1.08243E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1105
171-5456176-6778738,5.38542E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",167
171-5456516-1959543,6.28971E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",283
171-5457449-0985916,3.66798E+13,1,1399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",491
171-5457605-9277937,7.60449E+12,1,1299,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",862
171-5457844-1764333,6.76613E+11,1,549,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",871
171-5457850-7764331,8.59564E+12,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",28
171-5458262-5074766,2.60702E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",14
171-5458325-2433103,5.19641E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",282
171-5458998-3912359,2.26182E+13,1,549,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",242
171-5459469-8449960,4.60032E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",25
171-5460901-2917959,2.87039E+13,1,1699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",45
171-5462067-9321117,2.76634E+13,1,1199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",58
171-5462352-3901935,2.33178E+13,1,199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1278
171-5462548-3513116,4.58116E+13,1,349,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",967
171-5462696-2303569,7.01299E+12,1,749,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",294
171-5463191-0993156,3.74777E+13,1,1999,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",823
171-5463681-1639542,3.27813E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",539
171-5464328-9041954,2.04131E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",749
171-5465301-4767526,5.55246E+12,1,549,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",215
171-5465379-7589119,3.52051E+13,1,799,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",34
171-5465399-6164320,9.14709E+12,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",503
171-5466069-7967516,4.22401E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",893
171-5466360-2637156,5.98634E+13,1,799,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",995
171-5466768-9238744,6.11413E+13,1,549,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",636
171-5466796-4728329,1.4728E+13,1,799,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",803
171-5467091-0899516,2.97788E+13,1,599,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",316
171-5467222-9432303,1.87675E+13,1,849,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",38
171-5468487-1103535,2.87618E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",260
171-5470991-4051519,3.67302E+13,1,1199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",166
171-5471678-1491554,5.26794E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1100
171-5474422-1909121,6.84107E+13,1,599,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",132
171-5474427-6769958,2.16525E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",668
171-5474526-7514701,1.49134E+13,1,199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",31
171-5474526-7514701,1.49134E+13,1,199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",286
171-5474549-2850756,4.33363E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",602
171-5475582-7489169,3.19912E+13,1,3299,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",47
171-5475582-7489169,3.19912E+13,1,3299,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",319
171-5475582-7489169,3.19912E+13,1,3299,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",593
171-5476066-8328337,2.86933E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",13
171-5476066-8328337,2.86933E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",257
171-5476187-5303520,3.37941E+12,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",82
171-5476674-2098725,8.13448E+11,1,999,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",433
171-5477027-4109131,6.12895E+12,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1503
171-5477827-6488350,5.74751E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1189
171-5477918-8959512,1.51091E+13,1,329,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",115
171-5477918-8959512,1.51091E+13,1,329,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",130
171-5477918-8959512,1.51091E+13,1,329,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",264
171-5477918-8959512,1.51091E+13,1,329,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",449
171-5477918-8959512,1.51091E+13,1,329,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",540
171-5477918-8959512,1.51091E+13,1,329,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",649
171-5481990-8006702,4.50933E+13,1,549,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1239
171-5482696-2728358,1.12941E+13,1,949,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",152
171-5483045-4244367,2.22787E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",834
